ISIN,MATURITYDATE,ISSUEDATE,COUPONRATE,PRICE,ACCRUED,TODAY
DE0001135192,2012-01-04,2001-12-28,0.05,107.855,3.3151,2009-09-01
DE0001135200,2012-07-04,2002-06-26,0.05,108.785,0.8356,2009-09-01
DE0001135218,2013-01-04,2002-12-31,0.045,107.99,2.9836,2009-09-01
DE0001135234,2013-07-04,2003-06-24,0.0375,105.785,0.6267,2009-09-01
DE0001135242,2014-01-04,2003-10-21,0.0425,107.93,2.8178,2009-09-01
DE0001135259,2014-07-04,2004-04-25,0.0425,108.27,0.7103,2009-09-01
DE0001135267,2015-01-04,2004-10-27,0.0375,106.005,2.4863,2009-09-01
DE0001135283,2015-07-04,2005-04-28,0.0325,103.34,0.5432,2009-09-01
DE0001135291,2016-01-04,2005-10-30,0.035,104.385,2.3205,2009-09-01
DE0001134922,2024-01-04,1993-12-29,0.0625,127.92,4.1438,2009-09-01
DE0001141463,2010-04-09,2005-02-24,0.0325,101.6,1.3178,2009-09-02
DE0001135150,2010-07-04,2000-05-05,0.0525,103.785,0.8918,2009-09-02
DE0001141471,2010-10-08,2005-08-26,0.025,101.87,2.2671,2009-09-02
DE0001135168,2011-01-04,2000-09-29,0.0525,105.74,3.4952,2009-09-02
DE0001135184,2011-07-04,2001-05-23,0.05,106.78,0.8493,2009-09-02
DE0001135192,2012-01-04,2001-12-28,0.05,107.87,3.3288,2009-09-02
DE0001135200,2012-07-04,2002-06-26,0.05,108.81,0.8493,2009-09-02
DE0001135218,2013-01-04,2002-12-31,0.045,108.01,2.9959,2009-09-02
DE0001135234,2013-07-04,2003-06-24,0.0375,105.815,0.637,2009-09-02
DE0001135242,2014-01-04,2003-10-21,0.0425,107.955,2.8295,2009-09-02
DE0001135259,2014-07-04,2004-04-25,0.0425,108.33,0.7219,2009-09-02
DE0001135267,2015-01-04,2004-10-27,0.0375,106.075,2.4966,2009-09-02
DE0001135283,2015-07-04,2005-04-28,0.0325,103.405,0.5521,2009-09-02
DE0001135291,2016-01-04,2005-10-30,0.035,104.47,2.3301,2009-09-02
DE0001134922,2024-01-04,1993-12-29,0.0625,127.825,4.161,2009-09-02
DE0001141463,2010-04-09,2005-02-24,0.0325,101.615,1.3445,2009-09-03
DE0001135150,2010-07-04,2000-05-05,0.0525,103.8,0.9349,2009-09-03
DE0001141471,2010-10-08,2005-08-26,0.025,101.9,2.2877,2009-09-03
DE0001135168,2011-01-04,2000-09-29,0.0525,105.765,3.5384,2009-09-03
DE0001135184,2011-07-04,2001-05-23,0.05,106.81,0.8904,2009-09-03
DE0001135192,2012-01-04,2001-12-28,0.05,107.905,3.3699,2009-09-03
DE0001135200,2012-07-04,2002-06-26,0.05,108.84,0.8904,2009-09-03
DE0001135218,2013-01-04,2002-12-31,0.045,108.025,3.0329,2009-09-03
DE0001135234,2013-07-04,2003-06-24,0.0375,105.815,0.6678,2009-09-03
DE0001135242,2014-01-04,2003-10-21,0.0425,107.93,2.8644,2009-09-03
DE0001135259,2014-07-04,2004-04-25,0.0425,108.3,0.7568,2009-09-03
DE0001135267,2015-01-04,2004-10-27,0.0375,106.055,2.5274,2009-09-03
DE0001135283,2015-07-04,2005-04-28,0.0325,103.355,0.5788,2009-09-03
DE0001135291,2016-01-04,2005-10-30,0.035,104.4,2.3589,2009-09-03
DE0001134922,2024-01-04,1993-12-29,0.0625,127.4,4.2123,2009-09-03
DE0001141463,2010-04-09,2005-02-24,0.0325,101.61,1.3534,2009-09-04
DE0001135150,2010-07-04,2000-05-05,0.0525,103.81,0.9493,2009-09-04
DE0001141471,2010-10-08,2005-08-26,0.025,101.935,2.2945,2009-09-04
DE0001135168,2011-01-04,2000-09-29,0.0525,105.785,3.5527,2009-09-04
DE0001135184,2011-07-04,2001-05-23,0.05,106.885,0.9041,2009-09-04
DE0001135192,2012-01-04,2001-12-28,0.05,108.005,3.3836,2009-09-04
DE0001135200,2012-07-04,2002-06-26,0.05,108.935,0.9041,2009-09-04
DE0001135218,2013-01-04,2002-12-31,0.045,108.11,3.0452,2009-09-04
DE0001135234,2013-07-04,2003-06-24,0.0375,105.89,0.6781,2009-09-04
DE0001135242,2014-01-04,2003-10-21,0.0425,107.985,2.876,2009-09-04
DE0001135259,2014-07-04,2004-04-25,0.0425,108.35,0.7685,2009-09-04
DE0001135267,2015-01-04,2004-10-27,0.0375,106.095,2.5377,2009-09-04
DE0001135283,2015-07-04,2005-04-28,0.0325,103.38,0.5877,2009-09-04
DE0001135291,2016-01-04,2005-10-30,0.035,104.43,2.3685,2009-09-04
DE0001134922,2024-01-04,1993-12-29,0.0625,127.245,4.2295,2009-09-04
DE0001141463,2010-04-09,2005-02-24,0.0325,101.62,1.3623,2009-09-07
DE0001135150,2010-07-04,2000-05-05,0.0525,103.83,0.9637,2009-09-07
DE0001141471,2010-10-08,2005-08-26,0.025,101.965,2.3014,2009-09-07
DE0001135168,2011-01-04,2000-09-29,0.0525,105.83,3.5671,2009-09-07
DE0001135184,2011-07-04,2001-05-23,0.05,106.93,0.9178,2009-09-07
DE0001135192,2012-01-04,2001-12-28,0.05,108.07,3.3973,2009-09-07
DE0001135200,2012-07-04,2002-06-26,0.05,109.015,0.9178,2009-09-07
DE0001135218,2013-01-04,2002-12-31,0.045,108.215,3.0575,2009-09-07
DE0001135234,2013-07-04,2003-06-24,0.0375,105.99,0.6884,2009-09-07
DE0001135242,2014-01-04,2003-10-21,0.0425,108.1,2.8877,2009-09-07
DE0001135259,2014-07-04,2004-04-25,0.0425,108.455,0.7801,2009-09-07
DE0001135267,2015-01-04,2004-10-27,0.0375,106.205,2.5479,2009-09-07
DE0001135283,2015-07-04,2005-04-28,0.0325,103.495,0.5966,2009-09-07
DE0001135291,2016-01-04,2005-10-30,0.035,104.55,2.3781,2009-09-07
DE0001134922,2024-01-04,1993-12-29,0.0625,127.295,4.2466,2009-09-07
DE0001141463,2010-04-09,2005-02-24,0.0325,101.62,1.3712,2009-09-08
DE0001135150,2010-07-04,2000-05-05,0.0525,103.82,0.9781,2009-09-08
DE0001141471,2010-10-08,2005-08-26,0.025,101.97,2.3082,2009-09-08
DE0001135168,2011-01-04,2000-09-29,0.0525,105.82,3.5815,2009-09-08
DE0001135184,2011-07-04,2001-05-23,0.05,106.92,0.9315,2009-09-08
DE0001135192,2012-01-04,2001-12-28,0.05,108.055,3.411,2009-09-08
DE0001135200,2012-07-04,2002-06-26,0.05,109.03,0.9315,2009-09-08
DE0001135218,2013-01-04,2002-12-31,0.045,108.2,3.0699,2009-09-08
DE0001135234,2013-07-04,2003-06-24,0.0375,105.95,0.6986,2009-09-08
DE0001135242,2014-01-04,2003-10-21,0.0425,108.045,2.8993,2009-09-08
DE0001135259,2014-07-04,2004-04-25,0.0425,108.385,0.7918,2009-09-08
DE0001135267,2015-01-04,2004-10-27,0.0375,106.145,2.5582,2009-09-08
DE0001135283,2015-07-04,2005-04-28,0.0325,103.395,0.6055,2009-09-08
DE0001135291,2016-01-04,2005-10-30,0.035,104.44,2.3877,2009-09-08
DE0001134922,2024-01-04,1993-12-29,0.0625,126.89,4.2637,2009-09-08
DE0001141463,2010-04-09,2005-02-24,0.0325,101.6,1.3801,2009-09-09
DE0001135150,2010-07-04,2000-05-05,0.0525,103.78,0.9925,2009-09-09
DE0001141471,2010-10-08,2005-08-26,0.025,101.94,2.3151,2009-09-09
DE0001135168,2011-01-04,2000-09-29,0.0525,105.76,3.5959,2009-09-09
DE0001135184,2011-07-04,2001-05-23,0.05,106.87,0.9452,2009-09-09
DE0001135192,2012-01-04,2001-12-28,0.05,107.99,3.4247,2009-09-09
DE0001135200,2012-07-04,2002-06-26,0.05,108.92,0.9452,2009-09-09
DE0001135218,2013-01-04,2002-12-31,0.045,108.08,3.0822,2009-09-09
DE0001135234,2013-07-04,2003-06-24,0.0375,105.82,0.7089,2009-09-09
DE0001135242,2014-01-04,2003-10-21,0.0425,107.87,2.911,2009-09-09
DE0001135259,2014-07-04,2004-04-25,0.0425,108.18,0.8034,2009-09-09
DE0001135267,2015-01-04,2004-10-27,0.0375,105.92,2.5685,2009-09-09
DE0001135283,2015-07-04,2005-04-28,0.0325,103.14,0.6144,2009-09-09
DE0001135291,2016-01-04,2005-10-30,0.035,104.16,2.3973,2009-09-09
DE0001134922,2024-01-04,1993-12-29,0.0625,126.11,4.2808,2009-09-09
DE0001141463,2010-04-09,2005-02-24,0.0325,101.585,1.4068,2009-09-10
DE0001135150,2010-07-04,2000-05-05,0.0525,103.765,1.0356,2009-09-10
DE0001141471,2010-10-08,2005-08-26,0.025,101.94,2.3356,2009-09-10
DE0001135168,2011-01-04,2000-09-29,0.0525,105.775,3.639,2009-09-10
DE0001135184,2011-07-04,2001-05-23,0.05,106.95,0.9863,2009-09-10
DE0001135192,2012-01-04,2001-12-28,0.05,108.095,3.4658,2009-09-10
DE0001135200,2012-07-04,2002-06-26,0.05,109.05,0.9863,2009-09-10
DE0001135218,2013-01-04,2002-12-31,0.045,108.245,3.1192,2009-09-10
DE0001135234,2013-07-04,2003-06-24,0.0375,105.995,0.7397,2009-09-10
DE0001135242,2014-01-04,2003-10-21,0.0425,108.085,2.9459,2009-09-10
DE0001135259,2014-07-04,2004-04-25,0.0425,108.38,0.8384,2009-09-10
DE0001135267,2015-01-04,2004-10-27,0.0375,106.185,2.5993,2009-09-10
DE0001135283,2015-07-04,2005-04-28,0.0325,103.395,0.6411,2009-09-10
DE0001135291,2016-01-04,2005-10-30,0.035,104.42,2.426,2009-09-10
DE0001134922,2024-01-04,1993-12-29,0.0625,126.59,4.3322,2009-09-10
DE0001141463,2010-04-09,2005-02-24,0.0325,101.57,1.4158,2009-09-11
DE0001135150,2010-07-04,2000-05-05,0.0525,103.735,1.05,2009-09-11
DE0001141471,2010-10-08,2005-08-26,0.025,101.93,2.3425,2009-09-11
DE0001135168,2011-01-04,2000-09-29,0.0525,105.77,3.6534,2009-09-11
DE0001135184,2011-07-04,2001-05-23,0.05,106.955,1,2009-09-11
DE0001135192,2012-01-04,2001-12-28,0.05,108.12,3.4795,2009-09-11
DE0001135200,2012-07-04,2002-06-26,0.05,109.09,1,2009-09-11
DE0001135218,2013-01-04,2002-12-31,0.045,108.305,3.1315,2009-09-11
DE0001135234,2013-07-04,2003-06-24,0.0375,106.08,0.75,2009-09-11
DE0001135242,2014-01-04,2003-10-21,0.0425,108.21,2.9575,2009-09-11
DE0001135259,2014-07-04,2004-04-25,0.0425,108.53,0.85,2009-09-11
DE0001135267,2015-01-04,2004-10-27,0.0375,106.345,2.6096,2009-09-11
DE0001135283,2015-07-04,2005-04-28,0.0325,103.6,0.65,2009-09-11
DE0001135291,2016-01-04,2005-10-30,0.035,104.66,2.4356,2009-09-11
DE0001134922,2024-01-04,1993-12-29,0.0625,127.365,4.3493,2009-09-11
DE0001141463,2010-04-09,2005-02-24,0.0325,101.555,1.4247,2009-09-14
DE0001135150,2010-07-04,2000-05-05,0.0525,103.71,1.0644,2009-09-14
DE0001141471,2010-10-08,2005-08-26,0.025,101.905,2.3493,2009-09-14
DE0001135168,2011-01-04,2000-09-29,0.0525,105.73,3.6678,2009-09-14
DE0001135184,2011-07-04,2001-05-23,0.05,106.88,1.0137,2009-09-14
DE0001135192,2012-01-04,2001-12-28,0.05,108.03,3.4931,2009-09-14
DE0001135200,2012-07-04,2002-06-26,0.05,108.98,1.0137,2009-09-14
DE0001135218,2013-01-04,2002-12-31,0.045,108.175,3.1438,2009-09-14
DE0001135234,2013-07-04,2003-06-24,0.0375,105.935,0.7603,2009-09-14
DE0001135242,2014-01-04,2003-10-21,0.0425,108.055,2.9692,2009-09-14
DE0001135259,2014-07-04,2004-04-25,0.0425,108.345,0.8616,2009-09-14
DE0001135267,2015-01-04,2004-10-27,0.0375,106.165,2.6199,2009-09-14
DE0001135283,2015-07-04,2005-04-28,0.0325,103.44,0.6589,2009-09-14
DE0001135291,2016-01-04,2005-10-30,0.035,104.525,2.4452,2009-09-14
DE0001134922,2024-01-04,1993-12-29,0.0625,127.34,4.3664,2009-09-14
DE0001141463,2010-04-09,2005-02-24,0.0325,101.545,1.4336,2009-09-15
DE0001135150,2010-07-04,2000-05-05,0.0525,103.685,1.0788,2009-09-15
DE0001141471,2010-10-08,2005-08-26,0.025,101.895,2.3562,2009-09-15
DE0001135168,2011-01-04,2000-09-29,0.0525,105.69,3.6822,2009-09-15
DE0001135184,2011-07-04,2001-05-23,0.05,106.83,1.0274,2009-09-15
DE0001135192,2012-01-04,2001-12-28,0.05,107.98,3.5068,2009-09-15
DE0001135200,2012-07-04,2002-06-26,0.05,108.915,1.0274,2009-09-15
DE0001135218,2013-01-04,2002-12-31,0.045,108.095,3.1562,2009-09-15
DE0001135234,2013-07-04,2003-06-24,0.0375,105.845,0.7705,2009-09-15
DE0001135242,2014-01-04,2003-10-21,0.0425,107.94,2.9808,2009-09-15
DE0001135259,2014-07-04,2004-04-25,0.0425,108.215,0.8733,2009-09-15
DE0001135267,2015-01-04,2004-10-27,0.0375,106.05,2.6301,2009-09-15
DE0001135283,2015-07-04,2005-04-28,0.0325,103.285,0.6678,2009-09-15
DE0001135291,2016-01-04,2005-10-30,0.035,104.34,2.4548,2009-09-15
DE0001134922,2024-01-04,1993-12-29,0.0625,127.065,4.3836,2009-09-15
DE0001141463,2010-04-09,2005-02-24,0.0325,101.52,1.4425,2009-09-16
DE0001135150,2010-07-04,2000-05-05,0.0525,103.65,1.0932,2009-09-16
DE0001141471,2010-10-08,2005-08-26,0.025,101.875,2.363,2009-09-16
DE0001135168,2011-01-04,2000-09-29,0.0525,105.65,3.6966,2009-09-16
DE0001135184,2011-07-04,2001-05-23,0.05,106.79,1.0411,2009-09-16
DE0001135192,2012-01-04,2001-12-28,0.05,107.94,3.5205,2009-09-16
DE0001135200,2012-07-04,2002-06-26,0.05,108.855,1.0411,2009-09-16
DE0001135218,2013-01-04,2002-12-31,0.045,108.015,3.1685,2009-09-16
DE0001135234,2013-07-04,2003-06-24,0.0375,105.75,0.7808,2009-09-16
DE0001135242,2014-01-04,2003-10-21,0.0425,107.82,2.9925,2009-09-16
DE0001135259,2014-07-04,2004-04-25,0.0425,108.08,0.8849,2009-09-16
DE0001135267,2015-01-04,2004-10-27,0.0375,105.88,2.6404,2009-09-16
DE0001135283,2015-07-04,2005-04-28,0.0325,103.14,0.6767,2009-09-16
DE0001135291,2016-01-04,2005-10-30,0.035,104.19,2.4644,2009-09-16
DE0001134922,2024-01-04,1993-12-29,0.0625,126.76,4.4007,2009-09-16
DE0001141463,2010-04-09,2005-02-24,0.0325,101.5,1.4692,2009-09-17
DE0001135150,2010-07-04,2000-05-05,0.0525,103.615,1.1363,2009-09-17
DE0001141471,2010-10-08,2005-08-26,0.025,101.84,2.3836,2009-09-17
DE0001135168,2011-01-04,2000-09-29,0.0525,105.595,3.7397,2009-09-17
DE0001135184,2011-07-04,2001-05-23,0.05,106.715,1.0822,2009-09-17
DE0001135192,2012-01-04,2001-12-28,0.05,107.86,3.5616,2009-09-17
DE0001135200,2012-07-04,2002-06-26,0.05,108.765,1.0822,2009-09-17
DE0001135218,2013-01-04,2002-12-31,0.045,107.91,3.2055,2009-09-17
DE0001135234,2013-07-04,2003-06-24,0.0375,105.635,0.8116,2009-09-17
DE0001135242,2014-01-04,2003-10-21,0.0425,107.67,3.0274,2009-09-17
DE0001135259,2014-07-04,2004-04-25,0.0425,107.895,0.9199,2009-09-17
DE0001135267,2015-01-04,2004-10-27,0.0375,105.685,2.6712,2009-09-17
DE0001135283,2015-07-04,2005-04-28,0.0325,102.94,0.7034,2009-09-17
DE0001135291,2016-01-04,2005-10-30,0.035,103.96,2.4931,2009-09-17
DE0001134922,2024-01-04,1993-12-29,0.0625,126.505,4.4521,2009-09-17
DE0001141463,2010-04-09,2005-02-24,0.0325,101.495,1.4781,2009-09-18
DE0001135150,2010-07-04,2000-05-05,0.0525,103.61,1.1507,2009-09-18
DE0001141471,2010-10-08,2005-08-26,0.025,101.845,2.3904,2009-09-18
DE0001135168,2011-01-04,2000-09-29,0.0525,105.585,3.7541,2009-09-18
DE0001135184,2011-07-04,2001-05-23,0.05,106.69,1.0959,2009-09-18
DE0001135192,2012-01-04,2001-12-28,0.05,107.835,3.5753,2009-09-18
DE0001135200,2012-07-04,2002-06-26,0.05,108.74,1.0959,2009-09-18
DE0001135218,2013-01-04,2002-12-31,0.045,107.87,3.2178,2009-09-18
DE0001135234,2013-07-04,2003-06-24,0.0375,105.59,0.8219,2009-09-18
DE0001135242,2014-01-04,2003-10-21,0.0425,107.62,3.039,2009-09-18
DE0001135259,2014-07-04,2004-04-25,0.0425,107.82,0.9315,2009-09-18
DE0001135267,2015-01-04,2004-10-27,0.0375,105.61,2.6815,2009-09-18
DE0001135283,2015-07-04,2005-04-28,0.0325,102.87,0.7123,2009-09-18
DE0001135291,2016-01-04,2005-10-30,0.035,103.9,2.5027,2009-09-18
DE0001134922,2024-01-04,1993-12-29,0.0625,126.14,4.4692,2009-09-18
DE0001141463,2010-04-09,2005-02-24,0.0325,101.495,1.487,2009-09-21
DE0001135150,2010-07-04,2000-05-05,0.0525,103.605,1.1651,2009-09-21
DE0001141471,2010-10-08,2005-08-26,0.025,101.86,2.3973,2009-09-21
DE0001135168,2011-01-04,2000-09-29,0.0525,105.59,3.7685,2009-09-21
DE0001135184,2011-07-04,2001-05-23,0.05,106.72,1.1096,2009-09-21
DE0001135192,2012-01-04,2001-12-28,0.05,107.88,3.589,2009-09-21
DE0001135200,2012-07-04,2002-06-26,0.05,108.785,1.1096,2009-09-21
DE0001135218,2013-01-04,2002-12-31,0.045,107.915,3.2301,2009-09-21
DE0001135234,2013-07-04,2003-06-24,0.0375,105.645,0.8322,2009-09-21
DE0001135242,2014-01-04,2003-10-21,0.0425,107.67,3.0507,2009-09-21
DE0001135259,2014-07-04,2004-04-25,0.0425,107.875,0.9432,2009-09-21
DE0001135267,2015-01-04,2004-10-27,0.0375,105.635,2.6918,2009-09-21
DE0001135283,2015-07-04,2005-04-28,0.0325,102.9,0.7212,2009-09-21
DE0001135291,2016-01-04,2005-10-30,0.035,103.91,2.5123,2009-09-21
DE0001134922,2024-01-04,1993-12-29,0.0625,125.86,4.4863,2009-09-21
DE0001141463,2010-04-09,2005-02-24,0.0325,101.5,1.4959,2009-09-22
DE0001135150,2010-07-04,2000-05-05,0.0525,103.61,1.1795,2009-09-22
DE0001141471,2010-10-08,2005-08-26,0.025,101.87,2.4041,2009-09-22
DE0001135168,2011-01-04,2000-09-29,0.0525,105.605,3.7829,2009-09-22
DE0001135184,2011-07-04,2001-05-23,0.05,106.695,1.1233,2009-09-22
DE0001135192,2012-01-04,2001-12-28,0.05,107.845,3.6027,2009-09-22
DE0001135200,2012-07-04,2002-06-26,0.05,108.74,1.1233,2009-09-22
DE0001135218,2013-01-04,2002-12-31,0.045,107.865,3.2425,2009-09-22
DE0001135234,2013-07-04,2003-06-24,0.0375,105.595,0.8425,2009-09-22
DE0001135242,2014-01-04,2003-10-21,0.0425,107.605,3.0623,2009-09-22
DE0001135259,2014-07-04,2004-04-25,0.0425,107.8,0.9548,2009-09-22
DE0001135267,2015-01-04,2004-10-27,0.0375,105.55,2.7021,2009-09-22
DE0001135283,2015-07-04,2005-04-28,0.0325,102.835,0.7301,2009-09-22
DE0001135291,2016-01-04,2005-10-30,0.035,103.835,2.5219,2009-09-22
DE0001134922,2024-01-04,1993-12-29,0.0625,125.725,4.5034,2009-09-22
DE0001141463,2010-04-09,2005-02-24,0.0325,101.485,1.5048,2009-09-23
DE0001135150,2010-07-04,2000-05-05,0.0525,103.595,1.1938,2009-09-23
DE0001141471,2010-10-08,2005-08-26,0.025,101.88,2.411,2009-09-23
DE0001135168,2011-01-04,2000-09-29,0.0525,105.6,3.7973,2009-09-23
DE0001135184,2011-07-04,2001-05-23,0.05,106.68,1.137,2009-09-23
DE0001135192,2012-01-04,2001-12-28,0.05,107.84,3.6164,2009-09-23
DE0001135200,2012-07-04,2002-06-26,0.05,108.755,1.137,2009-09-23
DE0001135218,2013-01-04,2002-12-31,0.045,107.89,3.2548,2009-09-23
DE0001135234,2013-07-04,2003-06-24,0.0375,105.635,0.8527,2009-09-23
DE0001135242,2014-01-04,2003-10-21,0.0425,107.635,3.074,2009-09-23
DE0001135259,2014-07-04,2004-04-25,0.0425,107.855,0.9664,2009-09-23
DE0001135267,2015-01-04,2004-10-27,0.0375,105.605,2.7123,2009-09-23
DE0001135283,2015-07-04,2005-04-28,0.0325,102.9,0.739,2009-09-23
DE0001135291,2016-01-04,2005-10-30,0.035,103.895,2.5315,2009-09-23
DE0001134922,2024-01-04,1993-12-29,0.0625,125.995,4.5205,2009-09-23
DE0001141463,2010-04-09,2005-02-24,0.0325,101.475,1.5315,2009-09-24
DE0001135150,2010-07-04,2000-05-05,0.0525,103.585,1.237,2009-09-24
DE0001141471,2010-10-08,2005-08-26,0.025,101.89,2.4315,2009-09-24
DE0001135168,2011-01-04,2000-09-29,0.0525,105.63,3.8404,2009-09-24
DE0001135184,2011-07-04,2001-05-23,0.05,106.78,1.1781,2009-09-24
DE0001135192,2012-01-04,2001-12-28,0.05,107.99,3.6575,2009-09-24
DE0001135200,2012-07-04,2002-06-26,0.05,108.935,1.1781,2009-09-24
DE0001135218,2013-01-04,2002-12-31,0.045,108.115,3.2918,2009-09-24
DE0001135234,2013-07-04,2003-06-24,0.0375,105.895,0.8836,2009-09-24
DE0001135242,2014-01-04,2003-10-21,0.0425,107.95,3.1089,2009-09-24
DE0001135259,2014-07-04,2004-04-25,0.0425,108.205,1.0014,2009-09-24
DE0001135267,2015-01-04,2004-10-27,0.0375,106.015,2.7431,2009-09-24
DE0001135283,2015-07-04,2005-04-28,0.0325,103.31,0.7658,2009-09-24
DE0001135291,2016-01-04,2005-10-30,0.035,104.355,2.5603,2009-09-24
DE0001134922,2024-01-04,1993-12-29,0.0625,126.755,4.5719,2009-09-24
DE0001141463,2010-04-09,2005-02-24,0.0325,101.465,1.5404,2009-09-25
DE0001135150,2010-07-04,2000-05-05,0.0525,103.555,1.2514,2009-09-25
DE0001141471,2010-10-08,2005-08-26,0.025,101.865,2.4384,2009-09-25
DE0001135168,2011-01-04,2000-09-29,0.0525,105.585,3.8548,2009-09-25
DE0001135184,2011-07-04,2001-05-23,0.05,106.75,1.1918,2009-09-25
DE0001135192,2012-01-04,2001-12-28,0.05,107.96,3.6712,2009-09-25
DE0001135200,2012-07-04,2002-06-26,0.05,108.925,1.1918,2009-09-25
DE0001135218,2013-01-04,2002-12-31,0.045,108.12,3.3041,2009-09-25
DE0001135234,2013-07-04,2003-06-24,0.0375,105.935,0.8938,2009-09-25
DE0001135242,2014-01-04,2003-10-21,0.0425,108.025,3.1205,2009-09-25
DE0001135259,2014-07-04,2004-04-25,0.0425,108.285,1.013,2009-09-25
DE0001135267,2015-01-04,2004-10-27,0.0375,106.155,2.7534,2009-09-25
DE0001135283,2015-07-04,2005-04-28,0.0325,103.495,0.7747,2009-09-25
DE0001135291,2016-01-04,2005-10-30,0.035,104.555,2.5699,2009-09-25
DE0001134922,2024-01-04,1993-12-29,0.0625,127.54,4.589,2009-09-25
DE0001141463,2010-04-09,2005-02-24,0.0325,101.455,1.5493,2009-09-28
DE0001135150,2010-07-04,2000-05-05,0.0525,103.545,1.2658,2009-09-28
DE0001141471,2010-10-08,2005-08-26,0.025,101.86,2.4452,2009-09-28
DE0001135168,2011-01-04,2000-09-29,0.0525,105.57,3.8692,2009-09-28
DE0001135184,2011-07-04,2001-05-23,0.05,106.725,1.2055,2009-09-28
DE0001135192,2012-01-04,2001-12-28,0.05,107.94,3.6849,2009-09-28
DE0001135200,2012-07-04,2002-06-26,0.05,108.91,1.2055,2009-09-28
DE0001135218,2013-01-04,2002-12-31,0.045,108.1,3.3164,2009-09-28
DE0001135234,2013-07-04,2003-06-24,0.0375,105.93,0.9041,2009-09-28
DE0001135242,2014-01-04,2003-10-21,0.0425,108.015,3.1322,2009-09-28
DE0001135259,2014-07-04,2004-04-25,0.0425,108.29,1.0247,2009-09-28
DE0001135267,2015-01-04,2004-10-27,0.0375,106.15,2.7637,2009-09-28
DE0001135283,2015-07-04,2005-04-28,0.0325,103.49,0.7836,2009-09-28
DE0001135291,2016-01-04,2005-10-30,0.035,104.565,2.5795,2009-09-28
DE0001134922,2024-01-04,1993-12-29,0.0625,127.585,4.6062,2009-09-28
DE0001141463,2010-04-09,2005-02-24,0.0325,101.445,1.5582,2009-09-29
DE0001135150,2010-07-04,2000-05-05,0.0525,103.525,1.2801,2009-09-29
DE0001141471,2010-10-08,2005-08-26,0.025,101.845,2.4521,2009-09-29
DE0001135168,2011-01-04,2000-09-29,0.0525,105.54,3.8836,2009-09-29
DE0001135184,2011-07-04,2001-05-23,0.05,106.68,1.2192,2009-09-29
DE0001135192,2012-01-04,2001-12-28,0.05,107.89,3.6986,2009-09-29
DE0001135200,2012-07-04,2002-06-26,0.05,108.86,1.2192,2009-09-29
DE0001135218,2013-01-04,2002-12-31,0.045,108.075,3.3288,2009-09-29
DE0001135234,2013-07-04,2003-06-24,0.0375,105.92,0.9144,2009-09-29
DE0001135242,2014-01-04,2003-10-21,0.0425,108.025,3.1438,2009-09-29
DE0001135259,2014-07-04,2004-04-25,0.0425,108.325,1.0363,2009-09-29
DE0001135267,2015-01-04,2004-10-27,0.0375,106.195,2.774,2009-09-29
DE0001135283,2015-07-04,2005-04-28,0.0325,103.56,0.7925,2009-09-29
DE0001135291,2016-01-04,2005-10-30,0.035,104.635,2.589,2009-09-29
DE0001134922,2024-01-04,1993-12-29,0.0625,127.875,4.6233,2009-09-29
DE0001141463,2010-04-09,2005-02-24,0.0325,101.415,1.5671,2009-09-30
DE0001135150,2010-07-04,2000-05-05,0.0525,103.48,1.2945,2009-09-30
DE0001141471,2010-10-08,2005-08-26,0.025,101.81,2.4589,2009-09-30
DE0001135168,2011-01-04,2000-09-29,0.0525,105.48,3.8979,2009-09-30
DE0001135184,2011-07-04,2001-05-23,0.05,106.61,1.2329,2009-09-30
DE0001135192,2012-01-04,2001-12-28,0.05,107.81,3.7123,2009-09-30
DE0001135200,2012-07-04,2002-06-26,0.05,108.79,1.2329,2009-09-30
DE0001135218,2013-01-04,2002-12-31,0.045,108.005,3.3411,2009-09-30
DE0001135234,2013-07-04,2003-06-24,0.0375,105.865,0.9247,2009-09-30
DE0001135242,2014-01-04,2003-10-21,0.0425,107.96,3.1555,2009-09-30
DE0001135259,2014-07-04,2004-04-25,0.0425,108.26,1.0479,2009-09-30
DE0001135267,2015-01-04,2004-10-27,0.0375,106.115,2.7842,2009-09-30
DE0001135283,2015-07-04,2005-04-28,0.0325,103.515,0.8014,2009-09-30
DE0001135291,2016-01-04,2005-10-30,0.035,104.59,2.5986,2009-09-30
DE0001134922,2024-01-04,1993-12-29,0.0625,127.715,4.6404,2009-09-30
DE0001141463,2010-04-09,2005-02-24,0.0325,101.4,1.5938,2009-10-01
DE0001135150,2010-07-04,2000-05-05,0.0525,103.455,1.3377,2009-10-01
DE0001141471,2010-10-08,2005-08-26,0.025,101.815,2.4795,2009-10-01
DE0001135168,2011-01-04,2000-09-29,0.0525,105.495,3.9411,2009-10-01
DE0001135184,2011-07-04,2001-05-23,0.05,106.675,1.274,2009-10-01
DE0001135192,2012-01-04,2001-12-28,0.05,107.905,3.7534,2009-10-01
DE0001135200,2012-07-04,2002-06-26,0.05,108.93,1.274,2009-10-01
DE0001135218,2013-01-04,2002-12-31,0.045,108.19,3.3781,2009-10-01
DE0001135234,2013-07-04,2003-06-24,0.0375,106.07,0.9555,2009-10-01
DE0001135242,2014-01-04,2003-10-21,0.0425,108.24,3.1904,2009-10-01
DE0001135259,2014-07-04,2004-04-25,0.0425,108.58,1.0829,2009-10-01
